Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Equatorial Guinea,GNQ,"International migrant stock, total",SM.POP.TOTL,19351,0,0,0,0,13970,0,0,0,0,10086,0,0,0,0,7282,0,0,0,0,5257,0,0,0,0,3795,0,0,0,0,2740,0,0,0,0,3629,0,0,0,0,4517,0,0,0,0,6588,0,0,0,0,8658,0,0,0,0,10825
Greece,GRC,"International migrant stock, total",SM.POP.TOTL,52495,0,0,0,0,68707,0,0,0,0,89572,0,0,0,0,123472,0,0,0,0,171755,0,0,0,0,309261,0,0,0,0,618139,0,0,0,0,857850,0,0,0,0,1111665,0,0,0,0,1190707,0,0,0,0,1269749,0,0,0,0,1242514
Grenada,GRD,"International migrant stock, total",SM.POP.TOTL,4011,0,0,0,0,3549,0,0,0,0,3140,0,0,0,0,2778,0,0,0,0,2458,0,0,0,0,3123,0,0,0,0,4263,0,0,0,0,5544,0,0,0,0,6825,0,0,0,0,6902,0,0,0,0,6980,0,0,0,0,7057
Greenland,GRL,"International migrant stock, total",SM.POP.TOTL,2591,0,0,0,0,4269,0,0,0,0,7225,0,0,0,0,8571,0,0,0,0,8820,0,0,0,0,9277,0,0,0,0,9416,0,0,0,0,7320,0,0,0,0,6755,0,0,0,0,6686,0,0,0,0,6226,0,0,0,0,6009
Guatemala,GTM,"International migrant stock, total",SM.POP.TOTL,43309,0,0,0,0,47677,0,0,0,0,40772,0,0,0,0,38201,0,0,0,0,42021,0,0,0,0,81584,0,0,0,0,264257,0,0,0,0,156188,0,0,0,0,48119,0,0,0,0,57252,0,0,0,0,66384,0,0,0,0,76352
Guam,GUM,"International migrant stock, total",SM.POP.TOTL,31001,0,0,0,0,34190,0,0,0,0,37806,0,0,0,0,43897,0,0,0,0,50997,0,0,0,0,59836,0,0,0,0,69755,0,0,0,0,71912,0,0,0,0,74070,0,0,0,0,74743,0,0,0,0,75416,0,0,0,0,76089
Guyana,GUY,"International migrant stock, total",SM.POP.TOTL,14035,0,0,0,0,13454,0,0,0,0,12715,0,0,0,0,8979,0,0,0,0,6363,0,0,0,0,5105,0,0,0,0,4095,0,0,0,0,6352,0,0,0,0,8610,0,0,0,0,10868,0,0,0,0,13126,0,0,0,0,15384
High income,HIC,"International migrant stock, total",SM.POP.TOTL,35363050,0,0,0,0,39175021,0,0,0,0,42751135,0,0,0,0,47701837,0,0,0,0,53832726,0,0,0,0,60911833,0,0,0,0,77414120,0,0,0,0,88960785,0,0,0,0,102570307,0,0,0,0,121037146,0,0,0,0,146204406,0,0,0,0,159768330
"Hong Kong SAR, China",HKG,"International migrant stock, total",SM.POP.TOTL,1627488,0,0,0,0,1696828,0,0,0,0,1715474,0,0,0,0,1884492,0,0,0,0,2100549,0,0,0,0,2184333,0,0,0,0,2218473,0,0,0,0,2443798,0,0,0,0,2669122,0,0,0,0,2721235,0,0,0,0,2779950,0,0,0,0,2838665
Honduras,HND,"International migrant stock, total",SM.POP.TOTL,60024,0,0,0,0,37807,0,0,0,0,20625,0,0,0,0,14434,0,0,0,0,32767,0,0,0,0,82874,0,0,0,0,270423,0,0,0,0,149442,0,0,0,0,28461,0,0,0,0,27875,0,0,0,0,27288,0,0,0,0,28070
Heavily indebted poor countries (HIPC),HPC,"International migrant stock, total",SM.POP.TOTL,6384593,0,0,0,0,7012884,0,0,0,0,7427899,0,0,0,0,7540901,0,0,0,0,9846539,0,0,0,0,9999691,0,0,0,0,12008148,0,0,0,0,12557332,0,0,0,0,10632626,0,0,0,0,10419014,0,0,0,0,10450770,0,0,0,0,11941421
Croatia,HRV,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475438,0,0,0,0,674085,0,0,0,0,585298,0,0,0,0,579273,0,0,0,0,573248,0,0,0,0,576883
Haiti,HTI,"International migrant stock, total",SM.POP.TOTL,14533,0,0,0,0,12718,0,0,0,0,11130,0,0,0,0,12118,0,0,0,0,14098,0,0,0,0,16403,0,0,0,0,19084,0,0,0,0,22458,0,0,0,0,25832,0,0,0,0,30468,0,0,0,0,35104,0,0,0,0,39529
Hungary,HUN,"International migrant stock, total",SM.POP.TOTL,518137,0,0,0,0,475994,0,0,0,0,437279,0,0,0,0,401713,0,0,0,0,369039,0,0,0,0,339023,0,0,0,0,347510,0,0,0,0,322234,0,0,0,0,296957,0,0,0,0,366787,0,0,0,0,436616,0,0,0,0,449632
IBRD only,IBD,"International migrant stock, total",SM.POP.TOTL,25894913,0,0,0,0,24776208,0,0,0,0,23859693,0,0,0,0,22903656,0,0,0,0,23893298,0,0,0,0,26566405,0,0,0,0,52702212,0,0,0,0,51267647,0,0,0,0,50860654,0,0,0,0,52155167,0,0,0,0,55350497,0,0,0,0,62749055
IDA & IBRD total,IBT,"International migrant stock, total",SM.POP.TOTL,41342509,0,0,0,0,40424256,0,0,0,0,39569771,0,0,0,0,38476218,0,0,0,0,42869087,0,0,0,0,46241124,0,0,0,0,78070527,0,0,0,0,74739613,0,0,0,0,72738421,0,0,0,0,72943636,0,0,0,0,78412893,0,0,0,0,87196231
IDA total,IDA,"International migrant stock, total",SM.POP.TOTL,15447596,0,0,0,0,15648048,0,0,0,0,15710078,0,0,0,0,15572562,0,0,0,0,18975789,0,0,0,0,19674719,0,0,0,0,25368315,0,0,0,0,23471966,0,0,0,0,21877767,0,0,0,0,20788469,0,0,0,0,23062396,0,0,0,0,24447176
IDA blend,IDB,"International migrant stock, total",SM.POP.TOTL,7141654,0,0,0,0,6654222,0,0,0,0,6247953,0,0,0,0,6273476,0,0,0,0,7330589,0,0,0,0,7724291,0,0,0,0,10254421,0,0,0,0,7581209,0,0,0,0,8045096,0,0,0,0,7138952,0,0,0,0,8369282,0,0,0,0,8500362
Indonesia,IDN,"International migrant stock, total",SM.POP.TOTL,1859466,0,0,0,0,1475121,0,0,0,0,1170220,0,0,0,0,928340,0,0,0,0,756851,0,0,0,0,593098,0,0,0,0,465612,0,0,0,0,378960,0,0,0,0,292307,0,0,0,0,289568,0,0,0,0,305416,0,0,0,0,328846
IDA only,IDX,"International migrant stock, total",SM.POP.TOTL,8305942,0,0,0,0,8993826,0,0,0,0,9462125,0,0,0,0,9299086,0,0,0,0,11645200,0,0,0,0,11950428,0,0,0,0,15113894,0,0,0,0,15890757,0,0,0,0,13832671,0,0,0,0,13649517,0,0,0,0,14693114,0,0,0,0,15946814
Isle of Man,IMN,"International migrant stock, total",SM.POP.TOTL,22192,0,0,0,0,23916,0,0,0,0,25775,0,0,0,0,27777,0,0,0,0,29936,0,0,0,0,32262,0,0,0,0,34769,0,0,0,0,36886,0,0,0,0,39002,0,0,0,0,41475,0,0,0,0,43447,0,0,0,0,45221
India,IND,"International migrant stock, total",SM.POP.TOTL,9410535,0,0,0,0,9350557,0,0,0,0,9181520,0,0,0,0,9011238,0,0,0,0,8845466,0,0,0,0,8131017,0,0,0,0,7493204,0,0,0,0,6952238,0,0,0,0,6411272,0,0,0,0,5923642,0,0,0,0,5436012,0,0,0,0,5240960
Not classified,INX,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,IRL,"International migrant stock, total",SM.POP.TOTL,73019,0,0,0,0,94397,0,0,0,0,130411,0,0,0,0,171429,0,0,0,0,223238,0,0,0,0,225285,0,0,0,0,227961,0,0,0,0,226892,0,0,0,0,350552,0,0,0,0,589046,0,0,0,0,730542,0,0,0,0,746260
"Iran, Islamic Rep.",IRN,"International migrant stock, total",SM.POP.TOTL,48374,0,0,0,0,53761,0,0,0,0,86165,0,0,0,0,157166,0,0,0,0,555455,0,0,0,0,2855231,0,0,0,0,4291601,0,0,0,0,2937668,0,0,0,0,2803805,0,0,0,0,2568930,0,0,0,0,2761561,0,0,0,0,2726420
Iraq,IRQ,"International migrant stock, total",SM.POP.TOTL,87752,0,0,0,0,78709,0,0,0,0,74870,0,0,0,0,71219,0,0,0,0,68826,0,0,0,0,111660,0,0,0,0,83638,0,0,0,0,199460,0,0,0,0,210525,0,0,0,0,132915,0,0,0,0,117389,0,0,0,0,353881
Iceland,ISL,"International migrant stock, total",SM.POP.TOTL,3317,0,0,0,0,4515,0,0,0,0,4914,0,0,0,0,5279,0,0,0,0,5765,0,0,0,0,7098,0,0,0,0,9584,0,0,0,0,12738,0,0,0,0,15892,0,0,0,0,25492,0,0,0,0,35091,0,0,0,0,37522
Israel,ISR,"International migrant stock, total",SM.POP.TOTL,1185573,0,0,0,0,1291182,0,0,0,0,1408744,0,0,0,0,1446242,0,0,0,0,1430985,0,0,0,0,1522681,0,0,0,0,1632704,0,0,0,0,1792185,0,0,0,0,1851309,0,0,0,0,1889503,0,0,0,0,1950615,0,0,0,0,2011727
Italy,ITA,"International migrant stock, total",SM.POP.TOTL,459553,0,0,0,0,629595,0,0,0,0,862556,0,0,0,0,1006374,0,0,0,0,1108852,0,0,0,0,1252814,0,0,0,0,1428219,0,0,0,0,1774954,0,0,0,0,2121688,0,0,0,0,3954790,0,0,0,0,5787893,0,0,0,0,5788875
Jamaica,JAM,"International migrant stock, total",SM.POP.TOTL,21904,0,0,0,0,23994,0,0,0,0,26100,0,0,0,0,24598,0,0,0,0,23182,0,0,0,0,21916,0,0,0,0,20475,0,0,0,0,22713,0,0,0,0,24952,0,0,0,0,24314,0,0,0,0,23677,0,0,0,0,23167
Jordan,JOR,"International migrant stock, total",SM.POP.TOTL,385789,0,0,0,0,453521,0,0,0,0,531617,0,0,0,0,675638,0,0,0,0,810326,0,0,0,0,942798,0,0,0,0,1146349,0,0,0,0,1537097,0,0,0,0,1927845,0,0,0,0,2325414,0,0,0,0,2722983,0,0,0,0,3112026
Japan,JPN,"International migrant stock, total",SM.POP.TOTL,692651,0,0,0,0,712854,0,0,0,0,725139,0,0,0,0,770342,0,0,0,0,802422,0,0,0,0,850775,0,0,0,0,1075626,0,0,0,0,1381097,0,0,0,0,1686567,0,0,0,0,2012916,0,0,0,0,2134151,0,0,0,0,2043877
Kazakhstan,KAZ,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3619200,0,0,0,0,3245250,0,0,0,0,2871300,0,0,0,0,3102962,0,0,0,0,3334623,0,0,0,0,3546778
Kenya,KEN,"International migrant stock, total",SM.POP.TOTL,59330,0,0,0,0,101581,0,0,0,0,159044,0,0,0,0,160512,0,0,0,0,159892,0,0,0,0,151664,0,0,0,0,297292,0,0,0,0,618745,0,0,0,0,699139,0,0,0,0,756894,0,0,0,0,926959,0,0,0,0,1084357
Kyrgyz Republic,KGZ,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623083,0,0,0,0,510296,0,0,0,0,389558,0,0,0,0,312897,0,0,0,0,231511,0,0,0,0,204382
Cambodia,KHM,"International migrant stock, total",SM.POP.TOTL,381271,0,0,0,0,373625,0,0,0,0,342322,0,0,0,0,14551,0,0,0,0,4168,0,0,0,0,12647,0,0,0,0,38375,0,0,0,0,92230,0,0,0,0,146085,0,0,0,0,114031,0,0,0,0,81977,0,0,0,0,73963
Kiribati,KIR,"International migrant stock, total",SM.POP.TOTL,610,0,0,0,0,602,0,0,0,0,587,0,0,0,0,771,0,0,0,0,1639,0,0,0,0,2055,0,0,0,0,2162,0,0,0,0,2223,0,0,0,0,2283,0,0,0,0,2487,0,0,0,0,2868,0,0,0,0,3153
St. Kitts and Nevis,KNA,"International migrant stock, total",SM.POP.TOTL,3537,0,0,0,0,3103,0,0,0,0,2735,0,0,0,0,2664,0,0,0,0,2604,0,0,0,0,2908,0,0,0,0,3210,0,0,0,0,4248,0,0,0,0,5871,0,0,0,0,6682,0,0,0,0,7245,0,0,0,0,7443
"Korea, Rep.",KOR,"International migrant stock, total",SM.POP.TOTL,135551,0,0,0,0,156147,0,0,0,0,179873,0,0,0,0,305275,0,0,0,0,528810,0,0,0,0,559921,0,0,0,0,43017,0,0,0,0,123886,0,0,0,0,244178,0,0,0,0,485546,0,0,0,0,919275,0,0,0,0,1327324
Kuwait,KWT,"International migrant stock, total",SM.POP.TOTL,90629,0,0,0,0,240583,0,0,0,0,463366,0,0,0,0,664156,0,0,0,0,966341,0,0,0,0,1240806,0,0,0,0,1074391,0,0,0,0,921954,0,0,0,0,1127640,0,0,0,0,1333327,0,0,0,0,1871537,0,0,0,0,2866136
Latin America & Caribbean (excluding high income),LAC,"International migrant stock, total",SM.POP.TOTL,2934801,0,0,0,0,2922736,0,0,0,0,2884870,0,0,0,0,3026237,0,0,0,0,3389138,0,0,0,0,3685295,0,0,0,0,4511748,0,0,0,0,3981870,0,0,0,0,3804169,0,0,0,0,4145686,0,0,0,0,4883023,0,0,0,0,5469377
Lao PDR,LAO,"International migrant stock, total",SM.POP.TOTL,19646,0,0,0,0,20177,0,0,0,0,20688,0,0,0,0,21247,0,0,0,0,26990,0,0,0,0,22901,0,0,0,0,22866,0,0,0,0,23526,0,0,0,0,21948,0,0,0,0,20371,0,0,0,0,21185,0,0,0,0,22244
Lebanon,LBN,"International migrant stock, total",SM.POP.TOTL,151443,0,0,0,0,174368,0,0,0,0,190842,0,0,0,0,208567,0,0,0,0,241367,0,0,0,0,347773,0,0,0,0,523693,0,0,0,0,608303,0,0,0,0,692913,0,0,0,0,756784,0,0,0,0,820655,0,0,0,0,1997776
Liberia,LBR,"International migrant stock, total",SM.POP.TOTL,28811,0,0,0,0,37614,0,0,0,0,49605,0,0,0,0,63597,0,0,0,0,80706,0,0,0,0,82969,0,0,0,0,94964,0,0,0,0,208563,0,0,0,0,151868,0,0,0,0,87188,0,0,0,0,99129,0,0,0,0,113779
Libya,LBY,"International migrant stock, total",SM.POP.TOTL,48210,0,0,0,0,56320,0,0,0,0,122167,0,0,0,0,223398,0,0,0,0,310558,0,0,0,0,413947,0,0,0,0,457075,0,0,0,0,508041,0,0,0,0,567436,0,0,0,0,625212,0,0,0,0,683998,0,0,0,0,771146
St. Lucia,LCA,"International migrant stock, total",SM.POP.TOTL,2448,0,0,0,0,2681,0,0,0,0,2937,0,0,0,0,3217,0,0,0,0,3534,0,0,0,0,4343,0,0,0,0,5305,0,0,0,0,7152,0,0,0,0,9868,0,0,0,0,11468,0,0,0,0,12100,0,0,0,0,12771
Latin America & Caribbean,LCN,"International migrant stock, total",SM.POP.TOTL,6097596,0,0,0,0,5938660,0,0,0,0,5762919,0,0,0,0,5757439,0,0,0,0,6009936,0,0,0,0,6200740,0,0,0,0,6957619,0,0,0,0,6455289,0,0,0,0,6311653,0,0,0,0,6944332,0,0,0,0,7968729,0,0,0,0,8946249
Least developed countries: UN classification,LDC,"International migrant stock, total",SM.POP.TOTL,6763999,0,0,0,0,7297329,0,0,0,0,7541223,0,0,0,0,7074320,0,0,0,0,9224904,0,0,0,0,9139505,0,0,0,0,11073226,0,0,0,0,11708074,0,0,0,0,10073307,0,0,0,0,9803046,0,0,0,0,10009470,0,0,0,0,11940491
Low income,LIC,"International migrant stock, total",SM.POP.TOTL,5319713,0,0,0,0,6025479,0,0,0,0,6359362,0,0,0,0,6198842,0,0,0,0,7947595,0,0,0,0,7331809,0,0,0,0,9795877,0,0,0,0,10603383,0,0,0,0,9007764,0,0,0,0,8932252,0,0,0,0,9798230,0,0,0,0,10877021
Liechtenstein,LIE,"International migrant stock, total",SM.POP.TOTL,4070,0,0,0,0,5328,0,0,0,0,7012,0,0,0,0,8076,0,0,0,0,9302,0,0,0,0,9888,0,0,0,0,10906,0,0,0,0,13311,0,0,0,0,15483,0,0,0,0,18898,0,0,0,0,22342,0,0,0,0,23493
Sri Lanka,LKA,"International migrant stock, total",SM.POP.TOTL,1005317,0,0,0,0,1026891,0,0,0,0,1085423,0,0,0,0,885875,0,0,0,0,661917,0,0,0,0,494578,0,0,0,0,41561,0,0,0,0,40841,0,0,0,0,40132,0,0,0,0,39526,0,0,0,0,38959,0,0,0,0,38706
Lower middle income,LMC,"International migrant stock, total",SM.POP.TOTL,24102465,0,0,0,0,22939887,0,0,0,0,22140188,0,0,0,0,21465500,0,0,0,0,22671043,0,0,0,0,23044222,0,0,0,0,31765381,0,0,0,0,27655563,0,0,0,0,26429686,0,0,0,0,24474551,0,0,0,0,25168462,0,0,0,0,25576620
Low & middle income,LMY,"International migrant stock, total",SM.POP.TOTL,36521896,0,0,0,0,36041113,0,0,0,0,35630731,0,0,0,0,35019145,0,0,0,0,39884144,0,0,0,0,43702372,0,0,0,0,74854884,0,0,0,0,71487547,0,0,0,0,69708576,0,0,0,0,69752196,0,0,0,0,75029588,0,0,0,0,83424351
Lesotho,LSO,"International migrant stock, total",SM.POP.TOTL,3165,0,0,0,0,3633,0,0,0,0,4205,0,0,0,0,4977,0,0,0,0,10655,0,0,0,0,17528,0,0,0,0,8240,0,0,0,0,7204,0,0,0,0,6167,0,0,0,0,6290,0,0,0,0,6414,0,0,0,0,6572
Late-demographic dividend,LTE,"International migrant stock, total",SM.POP.TOTL,7702020,0,0,0,0,7623435,0,0,0,0,8195912,0,0,0,0,8173521,0,0,0,0,8835172,0,0,0,0,9314147,0,0,0,0,28119318,0,0,0,0,29407057,0,0,0,0,30615531,0,0,0,0,33431529,0,0,0,0,40591170,0,0,0,0,46599687
Lithuania,LTU,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349258,0,0,0,0,273587,0,0,0,0,214311,0,0,0,0,201209,0,0,0,0,160772,0,0,0,0,136036
Luxembourg,LUX,"International migrant stock, total",SM.POP.TOTL,46372,0,0,0,0,52150,0,0,0,0,58648,0,0,0,0,70058,0,0,0,0,84251,0,0,0,0,98186,0,0,0,0,113795,0,0,0,0,126106,0,0,0,0,139750,0,0,0,0,150618,0,0,0,0,163142,0,0,0,0,249325
Latvia,LVA,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646007,0,0,0,0,538093,0,0,0,0,430178,0,0,0,0,376725,0,0,0,0,313786,0,0,0,0,263126
"Macao SAR, China",MAC,"International migrant stock, total",SM.POP.TOTL,79831,0,0,0,0,88227,0,0,0,0,97506,0,0,0,0,107761,0,0,0,0,119095,0,0,0,0,154518,0,0,0,0,205047,0,0,0,0,224929,0,0,0,0,240791,0,0,0,0,279308,0,0,0,0,318506,0,0,0,0,342703
St. Martin (French part),MAF,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,"International migrant stock, total",SM.POP.TOTL,394340,0,0,0,0,223034,0,0,0,0,126146,0,0,0,0,90479,0,0,0,0,69130,0,0,0,0,59972,0,0,0,0,54895,0,0,0,0,50360,0,0,0,0,53034,0,0,0,0,54379,0,0,0,0,70909,0,0,0,0,88511
Monaco,MCO,"International migrant stock, total",SM.POP.TOTL,15380,0,0,0,0,15260,0,0,0,0,15530,0,0,0,0,16296,0,0,0,0,17466,0,0,0,0,18719,0,0,0,0,20359,0,0,0,0,21060,0,0,0,0,21787,0,0,0,0,21312,0,0,0,0,21132,0,0,0,0,21042
Moldova,MDA,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544162,0,0,0,0,367231,0,0,0,0,247828,0,0,0,0,173957,0,0,0,0,157668,0,0,0,0,142904
Madagascar,MDG,"International migrant stock, total",SM.POP.TOTL,126298,0,0,0,0,98361,0,0,0,0,72604,0,0,0,0,53591,0,0,0,0,50977,0,0,0,0,48490,0,0,0,0,23917,0,0,0,0,21177,0,0,0,0,23541,0,0,0,0,26058,0,0,0,0,28905,0,0,0,0,32075
Maldives,MDV,"International migrant stock, total",SM.POP.TOTL,1703,0,0,0,0,1802,0,0,0,0,1916,0,0,0,0,2055,0,0,0,0,2225,0,0,0,0,2422,0,0,0,0,8689,0,0,0,0,18510,0,0,0,0,27092,0,0,0,0,45045,0,0,0,0,73604,0,0,0,0,94086
Middle East & North Africa,MEA,"International migrant stock, total",SM.POP.TOTL,4293431,0,0,0,0,4434237,0,0,0,0,5200860,0,0,0,0,6738474,0,0,0,0,9454460,0,0,0,0,14876020,0,0,0,0,18100609,0,0,0,0,18442443,0,0,0,0,20000241,0,0,0,0,23172852,0,0,0,0,32601004,0,0,0,0,38864804
Mexico,MEX,"International migrant stock, total",SM.POP.TOTL,223245,0,0,0,0,205886,0,0,0,0,195369,0,0,0,0,230346,0,0,0,0,294258,0,0,0,0,479104,0,0,0,0,695674,0,0,0,0,458549,0,0,0,0,538051,0,0,0,0,712487,0,0,0,0,969538,0,0,0,0,1193155
Marshall Islands,MHL,"International migrant stock, total",SM.POP.TOTL,846,0,0,0,0,936,0,0,0,0,1035,0,0,0,0,1144,0,0,0,0,1265,0,0,0,0,1399,0,0,0,0,1158,0,0,0,0,1480,0,0,0,0,1891,0,0,0,0,2417,0,0,0,0,3089,0,0,0,0,3284
Middle income,MIC,"International migrant stock, total",SM.POP.TOTL,31202183,0,0,0,0,30015634,0,0,0,0,29271369,0,0,0,0,28820303,0,0,0,0,31936549,0,0,0,0,36370563,0,0,0,0,65059007,0,0,0,0,60884164,0,0,0,0,60700812,0,0,0,0,60819944,0,0,0,0,65231358,0,0,0,0,72547330
"Macedonia, FYR",MKD,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95142,0,0,0,0,109343,0,0,0,0,125665,0,0,0,0,127667,0,0,0,0,129701,0,0,0,0,130730
Mali,MLI,"International migrant stock, total",SM.POP.TOTL,167597,0,0,0,0,166053,0,0,0,0,164523,0,0,0,0,163008,0,0,0,0,161506,0,0,0,0,160019,0,0,0,0,160736,0,0,0,0,176187,0,0,0,0,189475,0,0,0,0,256797,0,0,0,0,336607,0,0,0,0,363145
Malta,MLT,"International migrant stock, total",SM.POP.TOTL,1712,0,0,0,0,6320,0,0,0,0,10401,0,0,0,0,8104,0,0,0,0,6313,0,0,0,0,4919,0,0,0,0,15077,0,0,0,0,17740,0,0,0,0,21521,0,0,0,0,24560,0,0,0,0,33084,0,0,0,0,41442
Myanmar,MMR,"International migrant stock, total",SM.POP.TOTL,286559,0,0,0,0,279484,0,0,0,0,272584,0,0,0,0,265854,0,0,0,0,188051,0,0,0,0,133053,0,0,0,0,133545,0,0,0,0,113663,0,0,0,0,98011,0,0,0,0,83025,0,0,0,0,76414,0,0,0,0,73308
Middle East & North Africa (excluding high income),MNA,"International migrant stock, total",SM.POP.TOTL,2865145,0,0,0,0,2589538,0,0,0,0,2726437,0,0,0,0,3124143,0,0,0,0,3996929,0,0,0,0,6997547,0,0,0,0,8286453,0,0,0,0,7656449,0,0,0,0,8067043,0,0,0,0,8426403,0,0,0,0,10068711,0,0,0,0,11427673
Montenegro,MNE,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78507,0,0,0,0,82541
Mongolia,MNG,"International migrant stock, total",SM.POP.TOTL,3684,0,0,0,0,4072,0,0,0,0,4501,0,0,0,0,4975,0,0,0,0,5499,0,0,0,0,6078,0,0,0,0,6718,0,0,0,0,7424,0,0,0,0,8206,0,0,0,0,11475,0,0,0,0,16061,0,0,0,0,17620
Northern Mariana Islands,MNP,"International migrant stock, total",SM.POP.TOTL,2648,0,0,0,0,3077,0,0,0,0,3576,0,0,0,0,4155,0,0,0,0,4828,0,0,0,0,15870,0,0,0,0,26593,0,0,0,0,32376,0,0,0,0,40122,0,0,0,0,37542,0,0,0,0,24168,0,0,0,0,21648
Mozambique,MOZ,"International migrant stock, total",SM.POP.TOTL,8949,0,0,0,0,8022,0,0,0,0,7791,0,0,0,0,37011,0,0,0,0,104807,0,0,0,0,60894,0,0,0,0,122332,0,0,0,0,168256,0,0,0,0,195702,0,0,0,0,204830,0,0,0,0,214612,0,0,0,0,222928
Mauritania,MRT,"International migrant stock, total",SM.POP.TOTL,12058,0,0,0,0,15592,0,0,0,0,20163,0,0,0,0,26073,0,0,0,0,33716,0,0,0,0,43599,0,0,0,0,111650,0,0,0,0,89562,0,0,0,0,57366,0,0,0,0,58119,0,0,0,0,84679,0,0,0,0,138162
Mauritius,MUS,"International migrant stock, total",SM.POP.TOTL,10238,0,0,0,0,10507,0,0,0,0,10517,0,0,0,0,10199,0,0,0,0,9686,0,0,0,0,9198,0,0,0,0,3613,0,0,0,0,7493,0,0,0,0,15543,0,0,0,0,19647,0,0,0,0,24836,0,0,0,0,28585
Malawi,MWI,"International migrant stock, total",SM.POP.TOTL,297710,0,0,0,0,295078,0,0,0,0,292470,0,0,0,0,289884,0,0,0,0,287322,0,0,0,0,284782,0,0,0,0,1127724,0,0,0,0,241624,0,0,0,0,232620,0,0,0,0,221661,0,0,0,0,217722,0,0,0,0,215158
Malaysia,MYS,"International migrant stock, total",SM.POP.TOTL,56895,0,0,0,0,204679,0,0,0,0,736323,0,0,0,0,717901,0,0,0,0,789130,0,0,0,0,908395,0,0,0,0,695920,0,0,0,0,937368,0,0,0,0,1277223,0,0,0,0,1722344,0,0,0,0,2406011,0,0,0,0,2514243
North America,NAC,"International migrant stock, total",SM.POP.TOTL,13600652,0,0,0,0,14386074,0,0,0,0,15239398,0,0,0,0,17523529,0,0,0,0,20189177,0,0,0,0,23407216,0,0,0,0,27600027,0,0,0,0,33332507,0,0,0,0,40343635,0,0,0,0,45355554,0,0,0,0,51213753,0,0,0,0,54481730
Namibia,NAM,"International migrant stock, total",SM.POP.TOTL,27218,0,0,0,0,34460,0,0,0,0,43628,0,0,0,0,55236,0,0,0,0,69932,0,0,0,0,88539,0,0,0,0,120641,0,0,0,0,115372,0,0,0,0,134403,0,0,0,0,106274,0,0,0,0,102405,0,0,0,0,93888
New Caledonia,NCL,"International migrant stock, total",SM.POP.TOTL,10979,0,0,0,0,17630,0,0,0,0,23392,0,0,0,0,32108,0,0,0,0,33811,0,0,0,0,34648,0,0,0,0,37673,0,0,0,0,43662,0,0,0,0,49651,0,0,0,0,55405,0,0,0,0,61158,0,0,0,0,64290
Niger,NER,"International migrant stock, total",SM.POP.TOTL,55008,0,0,0,0,63911,0,0,0,0,74254,0,0,0,0,86271,0,0,0,0,100233,0,0,0,0,116455,0,0,0,0,115464,0,0,0,0,145999,0,0,0,0,122260,0,0,0,0,124461,0,0,0,0,126464,0,0,0,0,189255
Nigeria,NGA,"International migrant stock, total",SM.POP.TOTL,94133,0,0,0,0,121891,0,0,0,0,157835,0,0,0,0,704377,0,0,0,0,1314845,0,0,0,0,347909,0,0,0,0,456621,0,0,0,0,462999,0,0,0,0,487882,0,0,0,0,648019,0,0,0,0,920118,0,0,0,0,1199115
